Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,Estimates Start After
Republic of Congo,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,362.75","1,083.72",916.547,808.393,721.033,717.264,951.697,"1,121.61","1,157.52","1,150.77","1,310.37","1,326.74","1,398.92","1,249.63",839.501,973.005,"1,097.23",967.806,823.561,949.351,"1,268.42","1,037.33","1,109.28","1,255.57","1,617.33","2,058.30","2,436.38","2,586.30","3,346.18","2,722.04","3,597.96","4,175.34","4,607.39","4,559.73","4,438.24","2,873.72","2,395.18","2,555.44","3,062.92","2,800.29","2,206.39","2,634.22","2,945.10","2,843.89","2,927.17","2,893.91","2,871.15","2,938.81",2019
Costa Rica,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,108.75","1,111.35","1,071.94","1,257.36","1,421.16","1,478.37","1,611.32","1,612.56","1,598.04","1,763.48","1,880.75","2,305.41","2,684.09","2,926.91","3,110.16","3,336.71","3,277.61","3,450.91","3,653.15","3,715.41","3,941.14","4,041.94","4,122.83","4,227.82","4,483.59","4,756.34","5,309.27","6,194.05","6,993.90","6,879.27","8,268.86","9,270.57","10,107.45","10,764.53","10,853.64","11,635.20","11,986.92","12,185.26","12,428.92","12,691.13","12,117.61","12,435.58","13,089.86","13,805.03","14,254.21","14,819.79","15,454.36","16,115.07",2021
Cфte d'Ivoire,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,736.22","1,406.87","1,215.25","1,043.54","1,012.12",993.889,"1,280.03","1,355.59","1,357.33","1,248.33","1,327.01","1,240.00","1,268.08","1,142.98",835.236,"1,073.95","1,152.48","1,084.69","1,137.46","1,088.34",920.472,935.446,"1,009.64","1,216.94","1,282.22","1,287.97","1,308.58","1,458.24","1,697.05","1,657.60","1,650.96","1,660.45","1,686.73","1,919.16","2,115.19","1,932.22","1,971.62","2,066.85","2,265.29","2,227.98","2,279.02","2,533.74","2,418.44","2,496.55","2,650.23","2,811.61","2,970.33","3,114.79",2015
Croatia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,597.10","2,812.88","3,846.14","5,042.84","5,267.39","5,259.29","5,648.04","5,148.07","4,985.10","5,412.50","6,293.50","8,130.47","9,746.54","10,621.89","11,797.84","14,047.05","16,415.45","14,653.77","14,068.93","14,755.90","13,400.31","13,836.71","13,763.67","11,932.27","12,528.85","13,627.75","15,226.98","15,312.71","14,131.15","16,785.33","17,318.05","18,451.27","19,872.62","21,139.40","22,214.21","23,248.66",2020
Cyprus,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,549.59","4,352.50","4,452.67","4,399.22","4,575.65","4,824.67","6,057.90","7,188.22","8,204.30","8,635.77","10,360.00","10,413.73","12,158.60","11,342.41","12,525.32","15,396.92","15,260.36","14,323.92","15,181.80","15,379.84","14,464.82","14,905.02","16,188.39","20,389.18","23,969.65","25,527.25","27,448.57","31,774.61","36,009.56","32,650.27","31,438.96","32,819.47","28,993.69","27,601.69","26,995.19","23,428.59","24,692.37","26,746.28","29,546.55","29,411.88","27,783.76","30,957.17","29,534.74","30,239.87","31,305.84","32,846.19","34,567.71","36,495.40",2021
Czech Republic,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"5,820.04","6,529.04","6,030.63","6,484.20","6,333.86","6,015.07","6,627.10","8,056.32","9,823.29","11,751.90","13,446.94","15,284.67","18,527.74","22,925.75","19,908.15","19,983.58","21,890.78","19,880.90","20,129.62","19,915.38","17,842.87","18,597.21","20,666.67","23,468.36","23,713.89","23,001.31","26,849.19","28,094.62","29,856.38","32,011.17","34,135.28","36,072.79","37,987.08",2021
Denmark,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","13,886.37","12,076.17","11,801.27","11,852.89","11,561.77","12,259.28","17,215.43","21,349.95","22,528.11","21,913.16","26,920.58","27,052.65","29,622.47","27,640.50","30,050.88","35,471.26","35,732.69","32,897.57","33,426.97","33,492.35","30,798.72","30,806.61","33,275.56","40,512.05","46,571.28","48,872.10","52,121.25","58,641.19","64,531.12","58,286.54","58,177.16","61,864.09","58,623.41","61,325.58","62,729.50","53,478.50","54,862.85","57,772.55","61,724.49","59,678.60","61,005.84","68,202.07","65,713.41","66,393.64","69,326.42","72,326.92","75,390.25","78,611.28",2021
Djibouti,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,069.56","1,090.97","1,057.62","1,108.89","1,108.22","1,077.27","1,067.63","1,060.78","1,084.07","1,087.36","1,105.80","1,120.28","1,159.55","1,211.89","1,270.21","1,358.41","1,477.25","1,691.09","1,720.98","1,835.76","2,036.95","2,188.55","2,312.72","2,464.30","2,652.51","2,803.69","2,926.15","3,038.27","3,172.75","3,219.70","3,364.91","3,665.83","3,869.40","4,168.98","4,472.32","4,801.10","5,156.61",2020
Dominica,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,"1,112.64","1,217.57","1,346.69","1,495.27","1,642.75","1,864.89","2,102.96","2,377.90","2,582.19","2,819.55","3,087.30","3,287.85","3,448.67","3,713.11","3,855.29","4,104.42","4,254.37","4,526.68","4,657.56","4,681.18","4,775.34","4,680.26","4,825.77","5,165.22","5,127.44","5,497.25","5,939.91","6,463.44","6,904.00","6,980.96","7,160.28","6,994.87","7,153.47","7,388.58","7,596.22","8,089.25","7,507.37","7,981.04","8,466.41","6,872.22","7,280.86","8,086.39","8,839.44","9,383.54","9,912.98","10,309.97","10,727.99",2011
Dominican Republic,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,534.32","1,677.45","1,545.10","1,562.13","2,397.60","1,022.61","1,212.35","1,245.27","1,113.84","1,230.74","1,123.24","1,365.23","1,573.69","1,741.67","1,916.44","2,141.06","2,309.92","2,495.03","2,658.54","2,674.83","2,894.30","3,007.38","3,158.39","2,460.55","2,540.85","4,008.36","4,188.72","4,803.47","5,194.80","5,151.17","5,688.75","6,063.35","6,274.87","6,413.93","6,805.66","7,139.51","7,521.27","7,874.94","8,340.96","8,595.61","7,553.51","8,986.18","10,573.15","11,405.05","12,135.07","12,858.20","13,637.43","14,479.76",2019
Ecuador,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,097.14","2,087.38","2,026.38","1,732.50","1,794.73","2,044.31","1,461.92","1,332.15","1,234.67","1,182.53","1,173.13","1,286.62","1,375.71","1,572.84","1,858.32","1,980.37","2,037.13","2,253.23","2,257.86","1,598.77","1,461.84","1,909.42","2,180.39","2,434.98","2,700.12","3,025.01","3,351.48","3,588.31","4,267.47","4,241.94","4,633.25","5,192.88","5,664.89","6,030.50","6,347.00","6,099.35","6,046.30","6,216.61","6,318.48","6,260.60","5,670.33","5,978.92","6,412.73","6,587.98","6,728.17","6,859.52","6,993.46","7,130.03",2020
Egypt,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",580.042,617.659,711.351,846.388,925.97,"1,049.33","1,132.46","1,585.22","1,858.03","2,266.44","1,870.85",923.843,825.448,897.202,968.914,"1,098.09","1,209.49","1,327.41","1,454.96","1,518.20","1,636.75","1,566.20","1,355.28","1,252.40","1,195.60","1,331.36","1,563.74","1,862.16","2,271.23","2,578.88","2,922.80","3,077.34","3,379.01","3,404.34","3,566.09","3,827.95","3,797.11","2,592.69","2,710.10","3,214.31","3,802.40","4,144.42","4,504.37","4,437.42","4,714.85","5,049.70","5,400.43","5,774.77",2021
El Salvador,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",827.158,721.105,706.494,672.516,488.784,471.502,469.937,472.147,543.469,611.47,914.131,983.18,"1,073.31","1,216.70","1,380.71","1,585.11","1,684.79","1,778.84","1,886.36","1,930.62","2,001.54","2,072.30","2,124.10","2,209.50","2,278.43","2,428.57","2,631.82","2,786.16","2,933.40","2,858.48","2,983.23","3,266.01","3,428.41","3,509.53","3,589.04","3,705.58","3,805.99","3,910.25","4,052.62","4,165.04","3,786.96","4,408.47","4,883.05","5,075.82","5,211.73","5,354.55","5,500.73","5,642.81",2020
Equatorial Guinea,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",123.403,109.806,121.292,126.408,130.117,205.657,241.443,284.263,296.908,253.241,312.102,299.071,351.662,343.493,245.881,333.846,527.121,965.017,777.254,"1,251.45","1,885.99","2,616.49","3,107.85","5,424.13","8,214.07","10,810.45","12,743.35","15,782.69","22,834.44","16,596.74","17,153.17","21,480.00","21,556.42","20,252.75","19,271.29","11,217.99","9,202.54","9,624.53","9,968.09","8,355.34","7,181.47","8,447.96","11,264.42","10,086.87","8,630.76","8,427.13","8,164.51","8,169.76",2015
Eritrea,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,268.192,167.084,195.44,219.091,263.808,270.574,283.919,274.584,238.508,245.162,227.498,258.933,315.55,300.697,321.219,340.334,301.238,415.601,501.424,642.502,693.804,596.754,786.54,603.193,655.424,557.857,580.845,566.731,595.657,611.174,646.957,699.443,741.746,790.867,846.001,906.782,2006
Estonia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,194.19","1,711.27","2,721.01","3,379.95","3,686.89","4,096.13","4,151.43","4,084.94","4,516.22","5,358.42","7,216.27","8,923.19","10,426.69","12,657.06","16,764.94","18,273.30","14,756.39","14,696.81","17,484.73","17,414.24","19,056.28","20,253.97","17,403.81","18,290.29","20,430.57","23,176.36","23,427.07","23,576.36","27,962.28","29,343.93","31,215.84","33,346.25","35,683.03","38,083.80","40,396.94",2021
Eswatini,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,329.79","1,359.20","1,174.42","1,167.16",963.592,736.012,909.797,"1,149.96","1,320.95","1,305.67","1,558.18","1,574.78","1,703.47","1,747.48","1,851.22","2,160.27","2,005.25","2,105.17","1,914.24","1,861.50","1,818.67","1,599.21","1,473.72","2,235.68","2,797.02","3,174.59","3,262.22","3,402.16","3,214.49","3,479.71","4,263.91","4,603.20","4,628.13","4,325.84","4,133.65","3,766.46","3,513.80","4,031.06","4,225.74","4,031.72","3,535.09","4,164.80","4,056.18","4,188.60","4,381.64","4,544.96","4,709.74","4,880.00",2017
Ethiopia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",215.178,215.599,220.557,237.661,217.423,246.507,247.981,256.699,257.56,262.233,269.082,287.651,293.35,176.465,151.965,142.808,154.564,147.254,129.859,121.551,128.621,123.892,116.452,120.601,138.282,164.937,198.696,244.495,326.82,351.341,324.285,361.829,493.321,535.264,613.101,702.767,790.82,829.313,852.011,968.253,994.197,995.67,"1,097.58","1,226.10","1,339.34","1,476.05","1,625.04","1,751.65",2021
Fiji,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,056.07","2,062.16","1,941.77","1,781.08","1,828.86","1,744.39","1,954.09","1,776.90","1,672.49","1,747.12","1,959.19","2,012.45","2,208.96","2,339.82","2,590.93","2,775.12","2,975.91","2,905.47","2,282.25","2,656.26","2,286.99","2,238.55","2,467.53","3,079.61","3,601.62","3,943.27","4,041.49","4,405.16","4,535.43","3,673.96","4,004.67","4,797.05","5,017.72","5,268.16","5,611.19","5,385.52","5,620.58","6,049.89","6,272.73","6,126.64","4,976.20","4,748.91","5,341.29","5,868.38","6,547.17","6,983.55","7,386.52","7,761.17",2017
Finland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","11,257.80","10,990.45","11,036.94","10,545.06","10,889.93","11,488.75","14,998.34","18,632.08","22,122.56","24,040.64","28,489.57","25,646.58","22,496.24","17,661.59","20,429.39","26,347.51","25,833.03","24,759.98","26,074.07","26,241.80","24,379.78","25,001.18","27,008.26","32,961.92","37,816.08","39,147.22","41,308.62","48,590.20","53,897.91","47,541.75","46,647.00","51,263.57","47,850.56","50,006.02","50,434.79","42,867.09","43,865.76","46,437.21","50,032.02","48,667.72","49,157.63","53,774.20","50,818.38","51,177.01","52,790.33","54,809.94","57,010.70","59,311.54",2021
France,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","13,069.51","11,456.04","10,822.04","10,292.76","9,697.43","10,108.56","13,947.32","16,793.96","18,241.00","18,236.77","22,490.29","22,406.39","24,590.75","23,082.72","24,262.18","27,741.29","27,720.86","25,028.47","25,818.37","25,550.78","23,212.45","23,245.26","25,137.40","30,682.64","35,016.22","36,057.12","37,795.92","43,060.03","47,155.21","43,190.97","42,178.58","45,419.97","42,372.07","44,144.62","44,616.46","37,937.86","38,348.51","40,134.13","43,060.59","41,924.84","40,377.53","45,187.77","42,330.45","42,646.03","44,431.00","46,193.26","47,906.07","49,579.07",2021
Gabon,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,093.62","5,376.62","4,930.53","4,619.02","4,346.39","4,478.47","5,735.36","4,245.96","4,581.14","4,899.23","6,815.63","5,993.32","6,015.51","5,677.62","4,293.94","4,956.84","5,552.92","5,068.09","4,161.62","4,222.73","4,477.32","4,065.93","4,210.28","5,015.60","5,837.62","6,942.70","7,271.09","8,652.15","10,418.28","7,856.85","8,933.31","10,893.46","9,903.41","9,760.75","9,746.79","7,453.11","7,082.22","7,370.35","8,220.50","8,111.34","7,277.37","9,482.51","10,281.78","9,849.73","10,024.05","10,301.63","10,663.78","11,088.08",2015
The Gambia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,007.79",907.551,827.984,800.7,552.842,645.904,484.263,623.605,695.347,701.786,790.827,801.579,830.589,840.415,804.334,815.289,826.192,818.814,815.332,811.257,766.199,737.063,631.566,581.319,642.755,665.721,662.362,780.379,924.514,833.282,860.639,762.761,742.78,700.515,607.429,649.511,683.998,676.656,729.035,768.921,747.886,816.38,846.171,882.469,923.929,967.503,"1,003.39","1,043.37",2018
Georgia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,172.502,413.487,688.365,818.069,869.52,690.38,763.715,820.016,875.193,"1,034.54","1,338.08","1,682.51","2,052.27","2,700.44","3,419.91","2,890.71","3,221.63","4,003.46","4,409.63","4,622.55","4,742.50","4,017.62","4,060.89","4,358.59","4,718.79","4,693.66","4,263.13","5,014.16","6,769.73","7,269.86","8,002.73","8,786.82","9,630.05","10,537.15",2021
Germany,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","11,109.74","9,329.59","9,014.98","9,025.21","8,537.77","8,678.85","12,387.01","15,411.53","16,514.65","16,232.12","20,249.14","23,453.06","26,538.04","25,602.96","27,233.55","31,829.61","30,664.30","27,170.75","27,528.16","26,984.24","23,924.88","23,869.77","25,460.33","30,668.85","34,534.81","35,020.20","36,894.47","42,299.86","46,367.86","42,338.71","42,379.71","46,697.38","43,883.39","46,299.37","48,035.80","41,107.22","42,124.20","44,636.83","47,961.04","46,798.83","46,735.31","51,237.64","48,397.80","49,430.06","52,017.62","54,530.90","56,889.58","59,140.69",2021
Ghana,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,489.50","5,537.47","6,271.52","4,114.25","1,391.72","1,213.39","1,094.40",895.18,930.23,924.067,"1,045.60","1,142.80","1,102.84",881.079,793.796,918.741,950.015,945.584,"1,002.60","1,012.28",606.501,630.698,714.42,860.469,973.287,"1,151.31","1,320.28","1,520.64","1,688.08","1,477.65","1,757.05","2,131.75","2,197.91","2,405.77","2,003.71","1,784.25","1,982.24","2,086.60","2,275.77","2,265.72","2,274.57","2,521.39","2,368.81","2,130.13","2,163.40","2,224.09","2,303.57","2,405.94",2021
Greece,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","5,898.16","5,376.98","5,576.51","5,008.02","4,854.24","4,791.75","5,623.16","6,522.42","7,568.29","7,812.78","9,597.71","10,196.17","11,139.45","10,363.63","11,029.10","12,887.89","13,660.51","13,370.35","13,412.55","13,784.36","12,164.72","12,473.29","14,065.79","18,378.28","21,829.50","22,417.64","24,648.87","28,656.23","31,902.01","29,577.64","26,743.40","25,437.01","21,845.05","21,712.02","21,554.22","18,023.87","17,906.08","18,552.18","19,750.74","19,130.44","17,603.44","20,263.29","20,875.78","21,371.69","22,307.32","23,303.71","24,339.47","25,227.65",2021
